ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	eventID
718	FBgn0003435	sm	chr2R	-	19564440	19564512	19538029	19538211	19573987	19574066	718	1	1	0	2	147	75	0.359308873809	0.617223784793	0.338	0.0	0.338	chr2R:-:19538029-19538211:19564440-19564512:19573987-19574066
825	FBgn0052000	CG32000	chr4	+	133794	133924	133587	133713	134824	134964	825	233	1	56	1	205	75	0.360245438715	0.617223784793	0.988	0.953	0.035	chr4:+:133587-133713:133794-133924:134824-134964
907	FBgn0265434	zip	chr2R	-	24997577	24997697	24997208	24997301	24998277	24998301	907	18	86	5	39	195	75	0.361002960115	0.617223784793	0.075	0.047	0.028	chr2R:-:24997208-24997301:24997577-24997697:24998277-24998301
4921	FBgn0000395	cv-2	chr2R	-	21366662	21366965	21363698	21363787	21378504	21379464	4921	628	7	949	16	378	75	0.361234199833	0.617251653004	0.947	0.922	0.025	chr2R:-:21363698-21363787:21366662-21366965:21378504-21379464
2808	FBgn0052529	Hers	chrX	+	19900615	19901488	19871811	19872444	19901867	19904218	2808	325	0	293	1	948	75	0.361630021773	0.617672452408	1.0	0.959	0.041	chrX:+:19871811-19872444:19900615-19901488:19901867-19904218
3911	FBgn0033224	Nop17l	chr2R	-	7802180	7803201	7800784	7801568	7803511	7804938	3911	2167	0	1204	1	1096	75	0.361979109923	0.618013114503	1.0	0.988	0.012	chr2R:-:7800784-7801568:7802180-7803201:7803511-7804938
1715	FBgn0033159	Dscam1	chr2R	-	7351915	7352039	7348130	7348975	7361717	7361867	1715	9	0	30	3	199	75	0.362570865075	0.61851204988	1.0	0.79	0.21	chr2R:-:7348130-7348975:7351915-7352039:7361717-7361867
4995	FBgn0002921	Atpalpha	chr3R	+	20960725	20960825	20948779	20948829	20963724	20963856	4995	293	0	68	1	175	75	0.362536508868	0.61851204988	1.0	0.967	0.033	chr3R:+:20948779-20948829:20960725-20960825:20963724-20963856
2167	FBgn0003041	pbl	chr3L	-	7900079	7901453	7898722	7898854	7901614	7901864	2167	1152	145	598	86	1449	75	0.363483091893	0.619253341416	0.291	0.265	0.026	chr3L:-:7898722-7898854:7900079-7901453:7901614-7901864
4151	FBgn0260934	par-1	chr2R	+	19477633	19477704	19473804	19473967	19478741	19478865	4151	388	0	326	2	146	75	0.363605170202	0.619253341416	1.0	0.988	0.012	chr2R:+:19473804-19473967:19477633-19477704:19478741-19478865
4357	FBgn0038747	RhoGAP92B	chr3R	+	19908433	19908609	19905630	19905887	19910892	19911859	4357	441	0	319	1	251	75	0.363421879983	0.619253341416	1.0	0.99	0.01	chr3R:+:19905630-19905887:19908433-19908609:19910892-19911859
706	FBgn0003435	sm	chr2R	-	19564461	19564512	19538029	19538211	19573987	19574066	706	1	1	0	2	126	75	0.36320942943	0.619253341416	0.373	0.0	0.373	chr2R:-:19538029-19538211:19564461-19564512:19573987-19574066
2406	FBgn0016930	Dyrk2	chr2L	-	14222016	14222081	14217026	14217069	14229531	14229536	2406	100	0	61	1	140	75	0.364671680521	0.620107589352	1.0	0.97	0.03	chr2L:-:14217026-14217069:14222016-14222081:14229531-14229536
36	FBgn0026401	Nipped-B	chr2R	-	4711813	4712045	4700388	4700583	4719769	4720210	36	2490	0	2364	8	307	75	0.364707344924	0.620107589352	1.0	0.986	0.014	chr2R:-:4700388-4700583:4711813-4712045:4719769-4720210
4585	FBgn0026379	Pten	chr2L	-	10256909	10257122	10256318	10256506	10257394	10257716	4585	248	14	146	12	288	75	0.364449725165	0.620107589352	0.822	0.76	0.062	chr2L:-:10256318-10256506:10256909-10257122:10257394-10257716
5288	FBgn0262579	Ect4	chr3L	+	8079369	8079641	8077391	8077573	8093058	8093337	5288	309	0	421	2	347	75	0.364620380176	0.620107589352	1.0	0.978	0.022	chr3L:+:8077391-8077573:8079369-8079641:8093058-8093337
4988	FBgn0023023	CRMP	chr3R	+	5577035	5577259	5576174	5576413	5577592	5577828	4988	25	2	12	0	299	75	0.364990683547	0.620333960103	0.758	1.0	-0.242	chr3R:+:5576174-5576413:5577035-5577259:5577592-5577828
4307	FBgn0000307	chif	chr2L	-	16344425	16349472	16342429	16343304	16351926	16352628	4307	6872	13	6015	16	5122	75	0.365336913245	0.620666989594	0.886	0.846	0.04	chr2L:-:16342429-16343304:16344425-16349472:16351926-16352628
857	FBgn0052062	A2bp1	chr3L	+	10590119	10590390	10587626	10587687	10590520	10590967	857	85	0	83	1	346	75	0.366309724365	0.622063800011	1.0	0.947	0.053	chr3L:+:10587626-10587687:10590119-10590390:10590520-10590967
1193	FBgn0086906	sls	chr3L	-	2070071	2075684	2062453	2069914	2078962	2079037	1193	30	0	102	3	5688	75	0.367469014152	0.623519732312	1.0	0.31	0.69	chr3L:-:2062453-2069914:2070071-2075684:2078962-2079037
2943	FBgn0033021	CG10417	chr2R	-	5362627	5362755	5361598	5362567	5362829	5362885	2943	775	0	608	3	203	75	0.367465524099	0.623519732312	1.0	0.987	0.013	chr2R:-:5361598-5362567:5362627-5362755:5362829-5362885
3502	FBgn0053208	Mical	chr3R	-	10009303	10009649	10008695	10008854	10009736	10014826	3502	6	3	15	3	421	75	0.368167761603	0.624194974743	0.263	0.471	-0.208	chr3R:-:10008695-10008854:10009303-10009649:10009736-10014826
5228	FBgn0264607	CaMKII	chr4	-	1038358	1038434	1037645	1037740	1043467	1043524	5228	351	0	132	1	151	75	0.36816923934	0.624194974743	1.0	0.985	0.015	chr4:-:1037645-1037740:1038358-1038434:1043467-1043524
1737	FBgn0033159	Dscam1	chr2R	-	7357399	7357523	7348130	7348975	7361717	7361867	1737	4	0	12	3	199	75	0.368421066213	0.624365614879	1.0	0.601	0.399	chr2R:-:7348130-7348975:7357399-7357523:7361717-7361867
213	FBgn0032456	MRP	chr2L	+	12736035	12736256	12726745	12727116	12737958	12738176	213	23	14	26	10	296	75	0.368728511264	0.624575169579	0.294	0.397	-0.103	chr2L:+:12726745-12727116:12736035-12736256:12737958-12738176
2480	FBgn0011260	Sema-2a	chr2R	+	16528898	16529036	16528541	16528649	16529107	16529240	2480	15	0	13	1	213	75	0.368847176417	0.624575169579	1.0	0.821	0.179	chr2R:+:16528541-16528649:16528898-16529036:16529107-16529240
1422	FBgn0034419	CG15111	chr2R	+	19138227	19138261	19137817	19137903	19139140	19139349	1422	125	0	49	1	109	75	0.370318133038	0.625015892704	1.0	0.971	0.029	chr2R:+:19137817-19137903:19138227-19138261:19139140-19139349
2125	FBgn0045800	Uhg1	chr2R	+	17699350	17699449	17699096	17699168	17699857	17699897	2125	299	0	223	1	174	75	0.370102108781	0.625015892704	1.0	0.99	0.01	chr2R:+:17699096-17699168:17699350-17699449:17699857-17699897
3005	FBgn0261844	pre-mod(mdg4)-V	chr3R	+	21366973	21367209	21366003	21366761	21367362	21367693	3005	187	0	132	1	311	75	0.370013248051	0.625015892704	1.0	0.97	0.03	chr3R:+:21366003-21366761:21366973-21367209:21367362-21367693
3374	FBgn0040011	Slmap	chr2L	+	22579820	22581133	22579071	22579252	22584121	22584682	3374	7160	0	5124	4	1388	75	0.370166351151	0.625015892704	1.0	0.986	0.014	chr2L:+:22579071-22579252:22579820-22581133:22584121-22584682
407	FBgn0030089	AP-1gamma	chrX	+	9115970	9116078	9115764	9115908	9116145	9117744	407	53	0	51	1	183	75	0.369396405489	0.625015892704	1.0	0.954	0.046	chrX:+:9115764-9115908:9115970-9116078:9116145-9117744
4324	FBgn0038432	CG14883	chr3R	+	16457001	16457206	16456795	16456944	16457266	16457442	4324	525	0	322	1	280	75	0.37020353126	0.625015892704	1.0	0.989	0.011	chr3R:+:16456795-16456944:16457001-16457206:16457266-16457442
4628	FBgn0015239	Hr78	chr3L	-	21496426	21496741	21495598	21495868	21497290	21497494	4628	406	3	189	3	390	75	0.36978084532	0.625015892704	0.963	0.924	0.039	chr3L:-:21495598-21495868:21496426-21496741:21497290-21497494
4987	FBgn0260399	gwl	chr3R	+	18748360	18748489	18748130	18748289	18748665	18749668	4987	40	17	23	6	204	75	0.369696370777	0.625015892704	0.464	0.585	-0.121	chr3R:+:18748130-18748289:18748360-18748489:18748665-18749668
1806	FBgn0025455	CycT	chr3L	-	17556142	17556419	17554934	17555530	17556495	17557788	1806	43	0	41	1	352	75	0.370539429186	0.625133922605	1.0	0.897	0.103	chr3L:-:17554934-17555530:17556142-17556419:17556495-17557788
418	FBgn0085432	pan	chr4	+	82637	82746	69325	69981	94422	94615	418	67	0	61	1	184	75	0.370762439923	0.625254747604	1.0	0.961	0.039	chr4:+:69325-69981:82637-82746:94422-94615
2357	FBgn0030969	CG7288	chrX	+	18858378	18858432	18858202	18858316	18858488	18859641	2357	115	0	59	1	129	75	0.371303919234	0.625401788922	1.0	0.972	0.028	chrX:+:18858202-18858316:18858378-18858432:18858488-18859641
356	FBgn0020647	KrT95D	chr3R	-	24005687	24005995	24003415	24003764	24012982	24013230	356	632	0	495	2	383	75	0.371094811329	0.625401788922	1.0	0.98	0.02	chr3R:-:24003415-24003764:24005687-24005995:24012982-24013230
4838	FBgn0052549	CG32549	chrX	-	18408517	18408859	18407796	18407885	18409049	18409178	4838	23	0	20	1	417	75	0.371160791856	0.625401788922	1.0	0.782	0.218	chrX:-:18407796-18407885:18408517-18408859:18409049-18409178
2229	FBgn0023094	cyc	chr3L	-	19815420	19815495	19814806	19815261	19815754	19815938	2229	409	0	170	2	150	75	0.371973677938	0.625928927786	1.0	0.977	0.023	chr3L:-:19814806-19815261:19815420-19815495:19815754-19815938
2625	FBgn0031883	Caper	chr2L	+	7034764	7034910	7032903	7033018	7035074	7035561	2625	30	25	12	6	221	75	0.372071553926	0.625928927786	0.289	0.404	-0.115	chr2L:+:7032903-7033018:7034764-7034910:7035074-7035561
5128	FBgn0011300	babo	chr2R	+	8955712	8955858	8954733	8954851	8959106	8959334	5128	396	4	268	5	221	75	0.371880060712	0.625928927786	0.971	0.948	0.023	chr2R:+:8954733-8954851:8955712-8955858:8959106-8959334
2892	FBgn0085443	spri	chrX	-	10510335	10510587	10498213	10499657	10519347	10519777	2892	208	4	138	1	327	75	0.372395938573	0.625983700972	0.923	0.969	-0.046	chrX:-:10498213-10499657:10510335-10510587:10519347-10519777
606	FBgn0034795	MED23	chr2R	+	22890285	22890372	22889262	22890227	22890427	22890630	606	97	0	69	1	162	75	0.372407252612	0.625983700972	1.0	0.97	0.03	chr2R:+:22889262-22890227:22890285-22890372:22890427-22890630
1102	FBgn0025741	PlexA	chr4	-	1014777	1014908	1014582	1014728	1014965	1015352	1102	465	0	251	2	206	75	0.372721037082	0.626175535025	1.0	0.979	0.021	chr4:-:1014582-1014728:1014777-1014908:1014965-1015352
1438	FBgn0004656	fs(1)h	chrX	-	8059866	8060158	8055966	8056137	8061263	8061436	1438	934	0	836	2	367	75	0.372824610321	0.626175535025	1.0	0.988	0.012	chrX:-:8055966-8056137:8059866-8060158:8061263-8061436
1492	FBgn0003721	Tm1	chr3R	+	15288252	15289439	15286473	15286564	15295112	15295246	1492	2061	0	1696	1	1262	75	0.374007144356	0.626631758526	1.0	0.99	0.01	chr3R:+:15286473-15286564:15288252-15289439:15295112-15295246
1750	FBgn0033159	Dscam1	chr2R	-	7354056	7354177	7348130	7348975	7361717	7361867	1750	5	0	16	3	196	75	0.373806341544	0.626631758526	1.0	0.671	0.329	chr2R:-:7348130-7348975:7354056-7354177:7361717-7361867
192	FBgn0033494	KCNQ	chr2R	-	10148632	10149094	10148081	10148152	10149347	10149440	192	22	5	4	0	537	75	0.374699757986	0.626631758526	0.381	1.0	-0.619	chr2R:-:10148081-10148152:10148632-10149094:10149347-10149440
2771	FBgn0051363	Jupiter	chr3R	-	11591500	11591911	11590385	11591307	11591994	11592244	2771	71	2	102	6	486	75	0.373754870472	0.626631758526	0.846	0.724	0.122	chr3R:-:11590385-11591307:11591500-11591911:11591994-11592244
2946	FBgn0263197	Patronin	chr2R	-	17522852	17522960	17521831	17521900	17523499	17523571	2946	2	0	3	2	183	75	0.37466619834	0.626631758526	1.0	0.381	0.619	chr2R:-:17521831-17521900:17522852-17522960:17523499-17523571
3020	FBgn0035470	Ccz1	chr3L	-	3898861	3898959	3898003	3898797	3899014	3899156	3020	126	0	78	1	173	75	0.374185661819	0.626631758526	1.0	0.971	0.029	chr3L:-:3898003-3898797:3898861-3898959:3899014-3899156
3246	FBgn0058178	CG40178	chr3L	-	25874141	25874384	25873859	25874085	25961359	25961540	3246	1499	0	884	4	318	75	0.373727693101	0.626631758526	1.0	0.981	0.019	chr3L:-:25873859-25874085:25874141-25874384:25961359-25961540
3445	FBgn0086899	tlk	chrX	+	3721375	3721647	3720006	3720322	3781654	3783559	3445	184	0	143	1	347	75	0.37486609343	0.626631758526	1.0	0.969	0.031	chrX:+:3720006-3720322:3721375-3721647:3781654-3783559
4507	FBgn0036318	Wbp2	chr3L	+	12851308	12851722	12850914	12851153	12852426	12852521	4507	1215	12	1084	7	489	75	0.37436937019	0.626631758526	0.94	0.96	-0.02	chr3L:+:12850914-12851153:12851308-12851722:12852426-12852521
4840	FBgn0052549	CG32549	chrX	-	18408517	18408942	18407796	18407885	18409049	18409178	4840	21	0	18	1	500	75	0.374916967389	0.626631758526	1.0	0.73	0.27	chrX:-:18407796-18407885:18408517-18408942:18409049-18409178
4845	FBgn0004198	ct	chrX	+	7660959	7661138	7660405	7660890	7662645	7663554	4845	114	0	238	2	254	75	0.374526694594	0.626631758526	1.0	0.972	0.028	chrX:+:7660405-7660890:7660959-7661138:7662645-7663554
769	FBgn0265778	PDZ-GEF	chr2L	+	6330770	6330886	6329547	6329697	6331046	6332789	769	36	0	36	1	191	75	0.373591255963	0.626631758526	1.0	0.934	0.066	chr2L:+:6329547-6329697:6330770-6330886:6331046-6332789
402	FBgn0039936	CG11148	chr4	-	865930	866294	865701	865872	866975	867025	402	771	0	539	1	439	75	0.375282026875	0.626988175968	1.0	0.989	0.011	chr4:-:865701-865872:865930-866294:866975-867025
3764	FBgn0260798	Gprk1	chr2R	-	4427935	4427997	4378963	4379155	4470769	4470953	3764	34	0	83	2	137	75	0.375529638369	0.627148162743	1.0	0.958	0.042	chr2R:-:4378963-4379155:4427935-4427997:4470769-4470953
1634	FBgn0002413	dco	chr3R	-	31058539	31058642	31055185	31057928	31061076	31061210	1634	430	0	421	2	178	75	0.376009742946	0.627442520552	1.0	0.989	0.011	chr3R:-:31055185-31057928:31058539-31058642:31061076-31061210
841	FBgn0034158	CG5522	chr2R	+	16784769	16784908	16783670	16783882	16788154	16788260	841	8	81	6	36	214	75	0.375891085142	0.627442520552	0.033	0.055	-0.022	chr2R:+:16783670-16783882:16784769-16784908:16788154-16788260
3660	FBgn0267791	bl	chr2R	+	20597547	20597591	20587550	20587744	20598452	20598525	3660	40	0	38	1	119	75	0.376285340596	0.627648811253	1.0	0.96	0.04	chr2R:+:20587550-20587744:20597547-20597591:20598452-20598525
3208	FBgn0033897	Rcd1	chr2R	-	14150035	14150095	14149887	14149953	14150225	14150454	3208	0	11	2	26	135	75	0.376846969407	0.628331846448	0.0	0.041	-0.041	chr2R:-:14149887-14149953:14150035-14150095:14150225-14150454
5130	FBgn0011300	babo	chr2R	+	8954733	8954851	8953102	8953417	8959106	8959334	5130	142	0	88	1	193	75	0.37715804058	0.6285967343	1.0	0.972	0.028	chr2R:+:8953102-8953417:8954733-8954851:8959106-8959334
2012	FBgn0033033	scaf	chr2R	-	5687675	5688038	5684803	5684977	5691651	5691723	2012	396	0	1257	4	438	75	0.377612860399	0.629100892879	1.0	0.982	0.018	chr2R:-:5684803-5684977:5687675-5688038:5691651-5691723
1265	FBgn0259247	laccase2	chr2R	+	5439569	5439754	5423749	5424239	5453280	5453476	1265	191	0	119	1	260	75	0.378165823067	0.629768084382	1.0	0.972	0.028	chr2R:+:5423749-5424239:5439569-5439754:5453280-5453476
5225	FBgn0019886	Letm1	chr2R	-	24514535	24514870	24510853	24513171	24515230	24515320	5225	1054	4	699	1	410	75	0.378336160396	0.629797800256	0.98	0.992	-0.012	chr2R:-:24510853-24513171:24514535-24514870:24515230-24515320
2553	FBgn0004607	zfh2	chr4	+	515581	515631	503850	504138	537174	538373	2553	193	0	164	2	125	75	0.378762338846	0.630253206863	1.0	0.98	0.02	chr4:+:503850-504138:515581-515631:537174-538373
1172	FBgn0020621	Pkn	chr2R	-	9272299	9272707	9271984	9272174	9274648	9275030	1172	38	3	83	3	483	75	0.379137832264	0.630623941704	0.663	0.811	-0.148	chr2R:-:9271984-9272174:9272299-9272707:9274648-9275030
1794	FBgn0033159	Dscam1	chr2R	-	7359015	7359139	7348130	7348975	7361717	7361867	1794	10	0	36	3	199	75	0.379363205903	0.630744782761	1.0	0.819	0.181	chr2R:-:7348130-7348975:7359015-7359139:7361717-7361867
1119	FBgn0001624	dlg1	chrX	+	11382935	11383112	11381855	11381980	11387771	11387933	1119	2	2	7	2	252	75	0.37985170313	0.631233522994	0.229	0.51	-0.281	chrX:+:11381855-11381980:11382935-11383112:11387771-11387933
4346	FBgn0082582	tmod	chr3R	+	30575431	30575948	30572924	30573072	30577178	30577558	4346	1138	756	845	598	592	75	0.37996284217	0.631233522994	0.16	0.152	0.008	chr3R:+:30572924-30573072:30575431-30575948:30577178-30577558
2891	FBgn0085443	spri	chrX	-	10519347	10519777	10510335	10510587	10578238	10578606	2891	1366	0	1082	2	505	75	0.380175166893	0.631332303686	1.0	0.988	0.012	chrX:-:10510335-10510587:10519347-10519777:10578238-10578606
1985	FBgn0042185	CG18769	chr3L	+	6562566	6562839	6562321	6562418	6590603	6590835	1985	19	2	71	3	348	75	0.380677118515	0.631531887499	0.672	0.836	-0.164	chr3L:+:6562321-6562418:6562566-6562839:6590603-6590835
3534	FBgn0039465	Tsp97E	chr3R	-	26962539	26963080	26961063	26962451	26963157	26963520	3534	63	63	45	57	616	75	0.380662635899	0.631531887499	0.109	0.088	0.021	chr3R:-:26961063-26962451:26962539-26963080:26963157-26963520
3850	FBgn0058263	MFS17	chr2R	-	2553782	2553877	2522572	2522730	2564443	2564669	3850	312	3	110	0	170	75	0.380754091979	0.631531887499	0.979	1.0	-0.021	chr2R:-:2522572-2522730:2553782-2553877:2564443-2564669
5059	FBgn0266717	Bruce	chr3R	-	10321154	10321226	10320045	10320830	10321464	10321582	5059	65	96	123	216	147	75	0.380988245104	0.631666580602	0.257	0.225	0.032	chr3R:-:10320045-10320830:10321154-10321226:10321464-10321582
1810	FBgn0265194	Trpm	chr2R	-	15269532	15269757	15268284	15268384	15270297	15270443	1810	28	42	32	64	300	75	0.381768010946	0.632705411399	0.143	0.111	0.032	chr2R:-:15268284-15268384:15269532-15269757:15270297-15270443
4187	FBgn0004397	Vinc	chrX	-	2220372	2220524	2215904	2218095	2222231	2222348	4187	748	0	740	3	227	75	0.382599744882	0.633829501148	1.0	0.988	0.012	chrX:-:2215904-2218095:2220372-2220524:2222231-2222348
1549	FBgn0053087	LRP1	chr2R	+	8186904	8186982	8174164	8174831	8206626	8206740	1549	14	11	0	1	153	75	0.383449895319	0.633879327043	0.384	0.0	0.384	chr2R:+:8174164-8174831:8186904-8186982:8206626-8206740
1559	FBgn0032723	ssp3	chr2L	-	18936424	18936564	18920470	18920616	18939180	18940627	1559	111	0	90	1	215	75	0.383325422458	0.633879327043	1.0	0.969	0.031	chr2L:-:18920470-18920616:18936424-18936564:18939180-18940627
1665	FBgn0034246	Dcr-2	chr2R	-	17580168	17580476	17579415	17580112	17580915	17581093	1665	812	0	482	2	383	75	0.383272847724	0.633879327043	1.0	0.979	0.021	chr2R:-:17579415-17580112:17580168-17580476:17580915-17581093
1790	FBgn0033159	Dscam1	chr2R	-	7357182	7357306	7348130	7348975	7361717	7361867	1790	14	0	53	3	199	75	0.383550711448	0.633879327043	1.0	0.869	0.131	chr2R:-:7348130-7348975:7357182-7357306:7361717-7361867
3636	FBgn0031628	CG3294	chr2L	+	4795842	4795946	4794752	4795571	4796062	4796219	3636	12	0	11	1	179	75	0.383407465626	0.633879327043	1.0	0.822	0.178	chr2L:+:4794752-4795571:4795842-4795946:4796062-4796219
403	FBgn0039936	CG11148	chr4	-	865930	866294	865701	865872	866969	867025	403	765	0	532	1	439	75	0.383408120614	0.633879327043	1.0	0.989	0.011	chr4:-:865701-865872:865930-866294:866969-867025
2309	FBgn0031413	CG9967	chr2L	-	2330655	2330810	2323350	2323449	2357077	2357356	2309	16	0	15	1	230	75	0.384030770584	0.634418833005	1.0	0.83	0.17	chr2L:-:2323350-2323449:2330655-2330810:2357077-2357356
24	FBgn0013765	cnn	chr2R	-	13447131	13447328	13445546	13445590	13449307	13449400	24	484	0	321	1	272	75	0.384252734453	0.634531704635	1.0	0.989	0.011	chr2R:-:13445546-13445590:13447131-13447328:13449307-13449400
1020	FBgn0259174	Nedd4	chr3L	+	17530808	17531035	17530080	17530422	17538661	17538744	1020	335	0	143	1	302	75	0.387530831323	0.63685854704	1.0	0.973	0.027	chr3L:+:17530080-17530422:17530808-17531035:17538661-17538744
1238	FBgn0261836	Msp300	chr2L	+	5158454	5185964	5155588	5155849	5187606	5187717	1238	65403	2	64818	0	27585	75	0.387009022371	0.63685854704	0.989	1.0	-0.011	chr2L:+:5155588-5155849:5158454-5185964:5187606-5187717
1261	FBgn0030701	CG16952	chrX	+	15871360	15871523	15870182	15870398	15871858	15871969	1261	157	0	109	1	238	75	0.386144363781	0.63685854704	1.0	0.972	0.028	chrX:+:15870182-15870398:15871360-15871523:15871858-15871969
1713	FBgn0033159	Dscam1	chr2R	-	7351460	7351584	7348130	7348975	7361717	7361867	1713	9	0	33	3	199	75	0.387358891235	0.63685854704	1.0	0.806	0.194	chr2R:-:7348130-7348975:7351460-7351584:7361717-7361867
2075	FBgn0039157	Myo95E	chr3R	-	24157257	24157317	24156843	24157175	24157390	24158087	2075	0	3	3	10	135	75	0.386555818631	0.63685854704	0.0	0.143	-0.143	chr3R:-:24156843-24157175:24157257-24157317:24157390-24158087
336	FBgn0014141	cher	chr3R	-	17109707	17109722	17108747	17108839	17110213	17110549	336	0	174	2	130	90	75	0.386487530216	0.63685854704	0.0	0.013	-0.013	chr3R:-:17108747-17108839:17109707-17109722:17110213-17110549
3703	FBgn0266186	Vamp7	chr2R	-	9841407	9841475	9841079	9841349	9841539	9841768	3703	104	0	67	1	143	75	0.387666437593	0.63685854704	1.0	0.972	0.028	chr2R:-:9841079-9841349:9841407-9841475:9841539-9841768
4409	FBgn0010607	l(2)05714	chr2L	-	4971086	4971322	4970134	4970784	4973718	4973921	4409	587	4	376	1	311	75	0.387117223734	0.63685854704	0.973	0.989	-0.016	chr2L:-:4970134-4970784:4971086-4971322:4973718-4973921
4734	FBgn0004598	Fur2	chrX	+	16376652	16376787	16376091	16376340	16376847	16377007	4734	131	0	95	1	210	75	0.387089379542	0.63685854704	1.0	0.971	0.029	chrX:+:16376091-16376340:16376652-16376787:16376847-16377007
5122	FBgn0086448	Gpi1	chrX	+	16360222	16360358	16359273	16359986	16360419	16360564	5122	29	0	30	1	211	75	0.387045503728	0.63685854704	1.0	0.914	0.086	chrX:+:16359273-16359986:16360222-16360358:16360419-16360564
5187	FBgn0032123	Oatp30B	chr2L	+	9523162	9523343	9521209	9521495	9533513	9533751	5187	113	0	101	1	256	75	0.386827474401	0.63685854704	1.0	0.967	0.033	chr2L:+:9521209-9521495:9523162-9523343:9533513-9533751
5193	FBgn0037680	CG8121	chr3R	+	9336157	9336252	9335899	9336029	9336482	9336719	5193	46	0	48	1	170	75	0.385936960856	0.63685854704	1.0	0.955	0.045	chr3R:+:9335899-9336029:9336157-9336252:9336482-9336719
5313	FBgn0051092	LpR2	chr3R	-	25706286	25706485	25701524	25701661	25706815	25708213	5313	127	0	111	1	274	75	0.387438863772	0.63685854704	1.0	0.968	0.032	chr3R:-:25701524-25701661:25706286-25706485:25706815-25708213
2879	FBgn0003654	sw	chrX	-	20232116	20232164	20230440	20230617	20233422	20233443	2879	25	56	14	44	123	75	0.388052136841	0.636985423352	0.214	0.162	0.052	chrX:-:20230440-20230617:20232116-20232164:20233422-20233443
4168	FBgn0022361	Pur-alpha	chr4	+	560470	560583	560094	560300	560717	560820	4168	71	3	18	0	188	75	0.387913837211	0.636985423352	0.904	1.0	-0.096	chr4:+:560094-560300:560470-560583:560717-560820
314	FBgn0037092	M6	chr3L	+	21508749	21508945	21507851	21508267	21511090	21511250	314	3	16	2	4	271	75	0.388254629285	0.637064608243	0.049	0.122	-0.073	chr3L:+:21507851-21508267:21508749-21508945:21511090-21511250
3826	FBgn0086613	Ino80	chr3R	-	19371004	19371286	19368994	19369413	19381539	19381843	3826	51	0	54	1	357	75	0.389319272308	0.638557821538	1.0	0.919	0.081	chr3R:-:19368994-19369413:19371004-19371286:19381539-19381843
2412	FBgn0260874	Ir76a	chr3L	+	19801977	19802114	19801665	19801928	19802335	19802840	2412	33	0	35	1	212	75	0.38962438454	0.638804568539	1.0	0.925	0.075	chr3L:+:19801665-19801928:19801977-19802114:19802335-19802840
247	FBgn0032901	sky	chr2L	-	20876586	20876613	20874273	20874432	20876911	20877083	247	0	42	1	26	102	75	0.390245572361	0.639569132481	0.0	0.028	-0.028	chr2L:-:20874273-20874432:20876586-20876613:20876911-20877083
4610	FBgn0250754	CG42232	chr3R	-	16468832	16468876	16467032	16468675	16468949	16469171	4610	124	0	57	1	119	75	0.390435439848	0.639626484162	1.0	0.973	0.027	chr3R:-:16467032-16468675:16468832-16468876:16468949-16469171
2311	FBgn0031413	CG9967	chr2L	-	2310661	2310870	2310125	2310449	2357077	2357356	2311	65	0	71	1	284	75	0.390972537884	0.639829066468	1.0	0.949	0.051	chr2L:-:2310125-2310449:2310661-2310870:2357077-2357356
2674	FBgn0259923	Sep4	chrX	-	16694042	16694371	16686309	16686769	16694950	16695144	2674	198	0	417	2	404	75	0.391333709903	0.639829066468	1.0	0.975	0.025	chrX:-:16686309-16686769:16694042-16694371:16694950-16695144
3942	FBgn0053554	Nipped-A	chr2R	-	5241895	5242062	5204193	5204278	5245951	5246137	3942	477	0	313	2	242	75	0.391043379268	0.639829066468	1.0	0.98	0.02	chr2R:-:5204193-5204278:5241895-5242062:5245951-5246137
3970	FBgn0053554	Nipped-A	chr2R	-	5242384	5242582	5217344	5217435	5245951	5246137	3970	623	0	232	1	273	75	0.391303484215	0.639829066468	1.0	0.985	0.015	chr2R:-:5217344-5217435:5242384-5242582:5245951-5246137
3982	FBgn0053554	Nipped-A	chr2R	-	5210501	5210874	5204193	5204278	5245951	5246137	3982	1097	0	544	2	448	75	0.391182704545	0.639829066468	1.0	0.979	0.021	chr2R:-:5204193-5204278:5210501-5210874:5245951-5246137
1371	FBgn0263220	Hk	chrX	-	10255492	10255590	10254002	10254307	10258877	10258964	1371	33	0	36	1	173	75	0.392366447041	0.640756594021	1.0	0.94	0.06	chrX:-:10254002-10254307:10255492-10255590:10258877-10258964
5080	FBgn0032940	Mio	chr2L	-	21301453	21301527	21297694	21297811	21304824	21304931	5080	293	0	153	1	149	75	0.392186574265	0.640756594021	1.0	0.987	0.013	chr2L:-:21297694-21297811:21301453-21301527:21304824-21304931
599	FBgn0032172	CG5850	chr2L	-	9962317	9962414	9961728	9962059	9962470	9962677	599	310	0	196	1	172	75	0.392231732139	0.640756594021	1.0	0.988	0.012	chr2L:-:9961728-9962059:9962317-9962414:9962470-9962677
950	FBgn0039955	CG41099	chr3R	+	3846980	3847059	3846728	3846911	3849502	3850235	950	41	33	20	11	154	75	0.392556283923	0.640813222372	0.377	0.47	-0.093	chr3R:+:3846728-3846911:3846980-3847059:3849502-3850235
